0 17.672701 0.048737146 0.42909315 0.39415812 
0.0049999999 17.579992 0.047469862 0.434425 0.39759806 
0.0099999998 17.458593 0.046237908 0.43967584 0.40101072 
0.015 17.310024 0.045040745 0.44483927 0.40439433 
0.02 17.135712 0.043877803 0.44990942 0.40774718 
0.025 16.936996 0.042748488 0.45488116 0.41106775 
0.029999999 16.715147 0.041652184 0.45974991 0.41435459 
0.035 16.471357 0.040588256 0.46451166 0.41760632 
0.039999999 16.20677 0.03955606 0.46916291 0.4208217 
0.045000002 15.922467 0.038554948 0.4737007 0.42399943 
0.050000001 15.619486 0.03758426 0.4781225 0.42713848 
0.055 15.298821 0.036643337 0.4824262 0.43023774 
0.059999999 14.961428 0.035731524 0.48661014 0.4332962 
0.064999998 14.608226 0.034848157 0.49067307 0.43631294 
0.07 14.240105 0.033992585 0.49461406 0.43928707 
0.075000003 13.857924 0.033164162 0.49843264 0.44221774 
0.079999998 13.462517 0.032362241 0.50212854 0.44510421 
0.085000001 13.05469 0.031586193 0.50570202 0.44794574 
0.090000004 12.63523 0.030835385 0.50915343 0.45074168 
0.094999999 12.204898 0.030109201 0.5124836 0.45349136 
0.1 11.764435 0.029407034 0.51569349 0.45619428 
0.105 11.31456 0.02872828 0.51878446 0.45884988 
0.11 10.855974 0.028072353 0.52175796 0.46145773 
0.115 10.389356 0.027438676 0.52461588 0.46401739 
0.12 9.9153633 0.02682668 0.52736008 0.46652851 
0.125 9.434639 0.026235808 0.52999276 0.46899074 
0.13 8.9478016 0.025665514 0.53251624 0.47140387 
0.13500001 8.455451 0.025115265 0.53493309 0.47376767 
0.14 7.958168 0.024584541 0.53724581 0.47608194 
0.145 7.456512 0.024072828 0.5394572 0.47834659 
0.15000001 6.9510226 0.023579629 0.54157007 0.48056149 
0.155 6.4422197 0.023104455 0.54358733 0.48272669 
0.16 5.930603 0.022646833 0.54551202 0.48484212 
0.16500001 5.4166517 0.022206297 0.54734707 0.4869079 
0.17 4.9008241 0.021782396 0.54909557 0.48892409 
0.175 4.3835592 0.021374689 0.55076063 0.4908908 
0.18000001 3.8652759 0.02098275 0.55234522 0.49280822 
0.185 3.3463728 0.020606158 0.55385244 0.49467653 
0.19 2.8272297 0.020244509 0.55528527 0.49649599 
