0 6.6594548 0.035548616 0.4742122 0.44494539 
0.0049999999 6.666316 0.034809619 0.47653756 0.4472613 
0.0099999998 6.6505818 0.034087025 0.47885126 0.44956684 
0.015 6.6133151 0.033380877 0.48114923 0.45186025 
0.02 6.5555387 0.032691188 0.48342758 0.45413986 
0.025 6.4782352 0.032017928 0.4856829 0.45640409 
0.029999999 6.3823495 0.031361032 0.48791191 0.45865142 
0.035 6.2687898 0.030720415 0.49011165 0.46088055 
0.039999999 6.1384296 0.030095959 0.49227944 0.46309012 
0.045000002 5.9921098 0.02948753 0.49441281 0.46527898 
0.050000001 5.8306389 0.02889497 0.49650964 0.46744597 
0.055 5.6547966 0.028318111 0.49856794 0.46959007 
0.059999999 5.465333 0.027756762 0.50058603 0.47171026 
0.064999998 5.2629704 0.027210727 0.50256246 0.4738057 
0.07 5.0484056 0.026679795 0.50449592 0.47587547 
0.075000003 4.82231 0.026163746 0.50638539 0.47791883 
0.079999998 4.585331 0.025662357 0.50822997 0.47993508 
0.085000001 4.3380923 0.025175393 0.51002896 0.48192349 
0.090000004 4.0811963 0.024702616 0.51178187 0.4838835 
0.094999999 3.8152225 0.024243787 0.51348841 0.48581451 
0.1 3.5407312 0.023798661 0.51514822 0.48771605 
0.105 3.2582614 0.023366993 0.51676142 0.4895876 
0.11 2.9683335 0.022948535 0.51832789 0.49142879 
0.115 2.6714487 0.022543039 0.51984799 0.49323922 
0.12 2.3680902 0.022150261 0.52132189 0.49501851 
0.125 2.0587237 0.021769952 0.52275002 0.49676645 
0.13 1.7437972 0.021401867 0.52413291 0.49848267 
0.13500001 1.4237425 0.021045765 0.52547103 0.50016701 
0.14 1.0989751 0.020701403 0.52676517 0.50181925 
0.145 0.76989424 0.020368544 0.52801591 0.50343925 
0.15000001 0.43688428 0.020046953 0.5292241 0.50502682 
0.155 0.1003143 0.019736398 0.53039044 0.50658196 
0.16 -0.23946111 0.01943665 0.53151596 0.50810444 
0.16500001 -0.58210158 0.019147484 0.53260142 0.50959438 
0.17 -0.92728066 0.018868679 0.53364778 0.5110516 
0.175 -1.2746854 0.018600019 0.53465605 0.51247615 
0.18000001 -1.6240157 0.01834129 0.53562713 0.51386809 
0.185 -1.9749848 0.018092286 0.53656203 0.51522744 
0.19 -2.3273177 0.0178528 0.53746176 0.51655418 
0.19499999 -2.6807518 0.017622637 0.53832734 0.51784849 
0.2 -3.0350366 0.017401597 0.53915972 0.51911038 
0.205 -3.3899322 0.017189492 0.53995991 0.52033997 
0.20999999 -3.7452106 0.016986137 0.54072893 0.52153742 
0.215 -4.1006541 0.016791349 0.54146779 0.52270287 
0.22 -4.4560552 0.016604953 0.54217744 0.52383643 
0.22499999 -4.8112173 0.016426776 0.54285884 0.52493829 
0.23 -5.1659527 0.016256651 0.54351294 0.52600855 
0.235 -5.5200839 0.016094416 0.5441407 0.52704751 
0.23999999 -5.8734422 0.015939912 0.54474306 0.52805525 
0.245 -6.2258682 0.015792983 0.54532081 0.52903205 
0.25 -6.5772104 0.015653482 0.54587495 0.5299781 
0.255 -6.9273262 0.015521263 0.54640633 0.53089362 
0.25999999 -7.2760806 0.015396184 0.54691565 0.53177881 
0.26499999 -7.6233473 0.015278109 0.54740393 0.53263396 
0.27000001 -7.9690061 0.015166906 0.54787177 0.53345925 
0.27500001 -8.3129444 0.015062444 0.54832006 0.53425497 
0.28 -8.6550579 0.0149646 0.54874951 0.53502131 
0.285 -8.9952478 0.014873252 0.54916084 0.53575855 
0.28999999 -9.3334217 0.014788283 0.54955477 0.53646702 
0.29499999 -9.6694927 0.014709578 0.54993194 0.53714687 
0.30000001 -10.003383 0.014637029 0.55029309 0.53779846 
0.30500001 -10.335028 0.014570528 0.55064994 0.53842205 
0.31 -10.664411 0.014509971 0.55101353 0.53901786 
0.315 -10.991525 0.014455262 0.55138367 0.53958625 
0.31999999 -11.316369 0.014406304 0.55176026 0.5401274 
0.32499999 -11.638941 0.014363007 0.5521431 0.54064167 
0.33000001 -11.959243 0.014325283 0.55253208 0.54112923 
0.33500001 -12.277277 0.01429305 0.55292696 0.54159039 
0.34 -12.593047 0.014266228 0.55332756 0.54202545 
0.345 -12.906561 0.01424474 0.55373377 0.54243463 
0.34999999 -13.217826 0.014228513 0.55414516 0.54281825 
0.35499999 -13.526852 0.014217475 0.55456167 0.54317647 
0.36000001 -13.833649 0.014211563 0.5549829 0.5435096 
0.36500001 -14.138229 0.01421071 0.55540866 0.54381794 
0.37 -14.440607 0.014214857 0.55583858 0.54410172 
0.375 -14.740798 0.014223945 0.55627239 0.54436117 
0.38 -15.038816 0.014237918 0.55670971 0.54459655 
0.38499999 -15.334682 0.014256724 0.55715019 0.54480815 
0.38999999 -15.628409 0.014280314 0.55759352 0.54499614 
0.39500001 -15.920022 0.014308637 0.55803925 0.54516083 
0.40000001 -16.209536 0.01434165 0.558487 0.54530245 
0.405 -16.496975 0.014379309 0.55893636 0.54542124 
0.41 -16.78236 0.014421575 0.55938691 0.54551739 
0.41499999 -17.065712 0.014468407 0.55983812 0.54559124 
0.41999999 -17.347055 0.014519771 0.56028956 0.54564297 
0.42500001 -17.626413 0.014575629 0.56074077 0.54567289 
0.43000001 -17.903811 0.014635953 0.56119126 0.54568112 
0.435 -18.179268 0.01470071 0.56164044 0.54566789 
0.44 -18.452812 0.014769871 0.56208783 0.54563355 
0.44499999 -18.724466 0.014843411 0.56253284 0.54557824 
0.44999999 -18.994259 0.014921304 0.56297493 0.54550219 
0.45500001 -19.262211 0.015003527 0.56341356 0.54540569 
0.46000001 -19.528349 0.015090057 0.56384808 0.54528886 
